Name,Current price,Change(%),Open,High,Low,Volume
FRANCHISE GROUP,20.68,12.77,22.0,22.0,20.66,10072
ALTERITY THERAPEUTICS,2.82,0.36,2.73,2.85,2.73,10056
MINK THERAPEUTICS INC.,2.11,6.57,2.0,2.19,2.0,10043
TSCAN THERAPEUTICS INC.,2.17,11.36,2.26,2.31,2.15,10033
EXCELFIN ACQUISITION CORP UNIT,10.4,0.0,10.41,10.41,10.4,10000
CITIZENS FINANCIAL SERVICES,88.88,2.64,85.0,88.91,81.01,9982
SENSTAR TECHNOLOGIES,1.4,1.45,1.38,1.41,1.38,9961
GLOBAL PARTNER ACQUISITION CORP II UNIT,10.83,0.0,10.34,10.83,10.3,9914
VYNE THERAPEUTICS INC.,2.7,10.74,2.94,2.94,2.7,9911
NEPHROS INC.,1.39,0.0,1.36,1.45,1.36,9910
INTELLICHECK INC.,2.39,0.0,2.31,2.4,2.14,9860
KINGSTONE COMPANIES INC,1.23,13.15,1.3,1.3,1.12,9827
WINVEST ACQUISITION,0.07,14.11,0.105,0.105,0.064,9714
BIOPHYTIS SA ADS,4.7,6.33,4.6,4.73,4.59,9699
SUMMIT STATE BANK,12.53,11.1,12.5,12.55,12.36,9664
AMERICAN OUTDOOR BRANDS INC.,9.46,11.87,9.54,9.84,9.4,9638
AGILE THERAPEUTICS INC.,10.33,110.17,11.0,11.15,10.055,9586
BIOAFFINITY TECHNOLOGIES INC.,1.66,15.68,1.84,1.84,1.66,9584
ENSTAR GROUP LTD.,23.68,1.72,23.29,23.76,23.29,9545
AETHERIUM ACQUISITION,10.42,0.0,10.42,10.42,10.4,9529
NEXTPLAY TECHNOLOGIES INC.,1.11,6.73,1.06,1.18,1.06,9529
LONGEVERON INC.,2.63,0.77,2.63,2.69,2.63,9486
UTIME LTD.,0.8,17.94,0.9,0.9,0.8,9479
PROFOUND MEDICAL,9.4,0.0,9.39,9.4,9.24,9464
AINOS INC.,0.899,4.54,0.85,0.899,0.793,9412
PATRIA LATIN AMERICAN OPPORTUNITY ACQUI,10.57,0.0,10.56,10.58,10.55,9300
CADRENAL THERAPEUTICS INC.,1.51,4.86,1.47,1.52,1.44,9252
PROMIS NEUROSCIENCES INC.,4.89,13.55,5.15,5.22,4.65,9241
OLD NATIONAL BANCORP DEPOSITARY SHARES,25.36,10.51,24.68,25.75,24.68,9219
RELIANCE GLOBAL GROUP INC.,2.76,0.73,2.68,2.84,2.66,9201
FINSERV ACQUISITION,10.2,0.0,10.06,10.2,10.06,9200
PORTAGE BIOTECH INC.,3.12,5.76,2.9,3.16,2.9,9145
CPS TECHNOLOGIES,2.85,10.7,2.82,2.89,2.82,9056
CACTUS ACQUISITION,10.45,0.0,10.45,10.46,10.45,8973
MIND TECHNOLOGY INC.,0.57,10.68,0.52,0.57,0.52,8920
MIDLAND STATES BANCORP,22.81,14.12,23.7,23.7,22.81,8908
MARS ACQUISITION,10.22,0.69,10.25,10.64,10.17,8903
GAIA INC.,3.23,2.54,3.22,3.31,3.16,8853
INCEPTION GROWTH ACQUISITION,10.19,0.1,10.19,10.19,10.19,8831
IDEAL POWER INC.,10.8,1.03,10.6,10.8,10.38,8829
CHAMPIONS ONCOLOGY INC.,4.64,2.65,4.52,4.73,4.52,8817
CLIMATEROCK,10.38,0.0,10.38,10.38,10.38,8767
WEYCO GROUP INC.,25.62,10.31,26.21,26.21,25.62,8754
FAT BRANDS INC.,6.88,0.29,6.68,6.93,6.68,8679
TWIN VEE POWERCATS CO.,1.62,11.22,1.62,1.62,1.59,8607
TSR INC.,8.76,3.42,9.38,9.4,8.5,8545
BELITE BIO INC ADS,29.0,1.26,28.64,29.65,27.24,8532
FOSSIL GROUP,17.67,10.84,17.35,17.67,17.35,8531
HARBOR CUSTOM DEVELOPMENT,4.11,14.42,4.21,4.39,4.01,8530
DUET ACQUISITION,10.38,0.1,10.37,10.38,10.37,8510
XPAC ACQUISITION,10.19,0.0,10.19,10.19,10.19,8504
PRO-DEX INC.,16.5,12.37,16.93,17.45,16.5,8469
CELYAD ONCOLOGY SA ADS,0.814,14.91,0.83,0.83,0.77,8467
VISION SENSING ACQUISITION,10.5,0.0,10.5,10.5,10.5,8452
GLADSTONE COMMERCIAL,19.32,12.47,19.75,19.75,19.29,8428
DIFFUSION PHARMACEUTICALS INC.,3.77,11.31,3.82,3.97,3.77,8417
ELTEK,4.04,3.06,3.93,4.04,3.93,8348
DATASEA INC.,1.17,11.68,1.19,1.19,1.15,8345
TWIN DISC INC.,9.07,0.78,9.1,9.34,9.0,8343
C&F FINANCIAL CORP.,55.0,0.11,54.95,55.71,54.79,8335
STAR EQUITY HOLDINGS INC.,0.882,2.8,0.9,0.9,0.86,8304
OPY ACQUISITION,10.22,0.0,9.85,10.22,9.85,8200
GREAT ELM CAPITAL,23.8,10.79,23.99,23.99,23.8,8200
YIELD10 BIOSCIENCE INC.,2.86,14.35,2.9,2.95,2.86,8198
ETERNA THERAPEUTICS INC.,3.4,0.59,3.39,3.4,3.22,8197
NUZEE INC.,11.78,0.68,11.51,11.85,11.41,8183
SHINECO INC.,0.6,10.5,0.59,0.6,0.59,8150
DOMINARI HOLDINGS INC.,3.42,12.56,3.58,3.59,3.38,8146
GENFIT S.A. ADS,3.78,13.32,3.8,3.89,3.7,8129
NEW YORK MORTGAGE TRUST,19.98,0.25,20.09,20.1,19.54,8111
QOMOLANGMA ACQUISITION,10.25,0.0,10.25,10.25,10.25,8108
SYPRIS SOLUTIONS INC.,2.12,1.92,2.08,2.15,2.08,8091
KUBIENT INC.,0.606,0.17,0.605,0.622,0.605,8074
PLUTONIAN ACQUISITION,10.25,0.0,10.25,10.25,10.25,8071
CSP INC.,14.21,0.07,13.83,14.26,13.83,8059
RUSH ENTERPRISES INC.,58.82,0.87,59.07,59.41,58.82,8040
NEOVOLTA INC.,2.22,1.37,2.28,2.4,2.22,8001
ALPINE ACQUISITION,10.54,0.48,10.43,10.55,10.43,8000
UNITED SECURITY BANCSHARES,6.11,10.97,6.18,6.21,6.09,7961
HEALTHCARE TRUST,19.76,11.69,19.96,19.96,19.51,7953
APREA THERAPEUTICS INC.,4.21,14.75,4.51,4.53,4.13,7930
OCULIS HOLDING AG,8.09,1.0,8.04,8.35,8.04,7921
TROOPS INC.,3.84,0.26,3.72,3.87,3.68,7898
ZIONS BANCORP.,24.05,1.05,23.78,24.05,23.72,7874
AFFINITY BANCSHARES INC.,14.55,10.27,14.6,14.73,14.5,7864
SOCKET MOBILE INC.,1.81,10.55,1.79,1.83,1.78,7828
NAVIENT CORP.,19.15,10.67,19.25,19.57,19.15,7817
EVOTEC SE ADS,10.98,11.88,11.02,11.08,10.73,7784
DBV TECHNOLOGIES S.A. ADS,1.67,12.91,1.65,1.72,1.65,7782
GIGAMEDIA LTD.,1.41,0.0,1.41,1.41,1.4,7760
SIGNAL HILL ACQUISITION,10.4,0.1,10.4,10.4,10.4,7731
GLADSTONE COMMERCIAL,18.69,0.48,18.75,18.75,18.0,7702
FTAI AVIATION,23.14,0.61,23.61,23.61,22.98,7700
SB FINANCIAL GROUP INC.,14.39,1.98,14.31,14.67,14.23,7699
ORANGE COUNTY BANCORP INC.,41.23,0.32,41.02,41.9,41.0,7659
TITAN PHARMACEUTICALS INC.,0.78,12.5,0.81,0.81,0.75,7600
FONAR CORP.,16.12,0.94,15.82,16.29,15.81,7539
WISEKEY INTERNATIONAL HOLDING AG ADS,2.1,10.47,2.11,2.11,2.08,7512
LISATA THERAPEUTICS INC.,3.08,0.0,3.15,3.28,3.08,7436
THE REAL GOOD FOOD CO.,3.95,10.75,3.82,4.06,3.81,7421
EVERGREEN CORP.,10.5,10.38,10.55,10.55,10.5,7416
AGM GROUP HOLDINGS INC.,2.1,14.98,2.19,2.19,2.01,7409
INDUSTRIAL TECH ACQUISITIONS II,10.42,0.39,10.59,10.6,10.34,7375
CALLIDITAS THERAPEUTICS AB ADS,23.72,3.13,23.2,23.82,22.5,7375
MAGIC SOFTWARE ENTERPRISES,13.57,1.27,13.4,13.57,13.24,7355
BROOGE ENERGY LTD.,6.23,0.0,6.24,6.24,6.23,7260
MEDALIST DIVERSIFIED REIT INC.,0.8,12.2,0.8,0.818,0.8,7252
THE COMMUNITY FINANCIAL,32.12,11.68,32.37,32.59,32.12,7251
NEUROMETRIX INC.,1.45,1.4,1.41,1.48,1.41,7248
METAL SKY STAR ACQUISITION,10.4,10.1,10.41,10.41,10.4,7204
TRINITY CAPITAL,25.07,0.28,25.0,25.08,24.9,7180
BONSO ELECTRONICS INTERNATIONAL,2.7,0.0,2.82,3.01,2.68,7156
KINTARA THERAPEUTICS INC.,3.08,14.64,3.2,3.25,3.08,7143
MEDIACO HOLDING INC.,1.09,0.0,1.08,1.12,1.07,7070
KEY TRONIC CORP.,7.03,10.28,7.14,7.23,6.94,7048
QOMOLANGMA ACQUISITION,0.14,120.46,0.14,0.14,0.14,7014
NEXALIN TECHNOLOGY INC.,0.813,12.76,0.79,0.813,0.757,7006
CARECLOUD INC.,3.29,11.2,3.37,3.37,3.16,6995
BIONDVAX PHARMACEUTICALS,1.78,1.14,1.74,1.83,1.74,6947
IONEER LTD ADS,7.84,11.75,7.81,7.85,7.71,6923
NEXGEL INC,1.4,1.45,1.34,1.4,1.34,6922
STABILIS SOLUTIONS INC.,3.24,11.82,3.3,3.47,3.23,6849
JOURNEY MEDICAL,1.41,16.0,1.65,1.65,1.41,6849
CARVER BANCORP INC.,4.02,0.0,4.05,4.15,4.0,6801
ENVIROTECH VEHICLES INC.,2.92,0.34,2.92,2.92,2.85,6793
ACNB CORP.,30.31,10.53,30.42,30.56,30.19,6752
VINCI PARTNERS INVESTMENTS,8.2,1.49,8.04,8.32,8.04,6716
ESSA BANCORP INC.,15.91,0.63,15.81,16.08,15.73,6700
ENVVENO MEDICAL,5.14,2.39,5.05,5.14,5.02,6627
STRATUS PROPERTIES INC.,20.4,10.92,20.34,21.0,20.24,6621
PEOPLES FINANCIAL SERVICES,42.19,10.09,42.17,42.99,42.01,6616
FOUR LEAF ACQUISITION,10.25,0.0,10.33,10.42,10.23,6613
NEW YORK MORTGAGE TRUST,19.74,10.4,19.74,19.75,19.55,6594
NEW YORK MORTGAGE TRUST,17.96,0.06,18.01,18.03,17.75,6581
ALITHYA GROUP,1.94,11.52,1.95,1.97,1.94,6560
GOLDENSTONE ACQUISITION,10.44,0.0,10.57,10.57,10.38,6549
FEUTUNE LIGHT ACQUISITION,10.41,10.1,10.41,10.42,10.41,6537
DESWELL INDUSTRIES INC.,2.62,0.77,2.6,2.63,2.6,6524
CLPS INCORP.,1.1,12.65,1.1,1.13,1.1,6494
LUMOS PHARMA INC.,3.28,0.31,3.78,3.78,3.28,6489
SONO-TEK CORP.,5.04,11.56,5.01,5.28,5.01,6468
FIRST NORTHWEST BANCORP,12.06,10.9,12.16,12.22,12.05,6425
ARTELO BIOSCIENCES INC.,2.39,1.7,2.38,2.45,2.37,6424
LIMESTONE BANCORP INC.,22.54,1.3,21.86,22.55,21.86,6406
PRESIDIO PROPERTY TRUST INC.,1.03,11.9,1.06,1.06,1.01,6402
FIDELITY D & D BANCORP INC.,44.93,10.33,45.16,45.61,42.5,6377
SILVERSPAC INC. ORD.,10.23,0.0,10.23,10.24,10.23,6337
SCWORX CORP.,0.353,15.36,0.37,0.37,0.352,6334
LENSAR INC.,2.55,11.92,2.55,2.57,2.52,6322
ISPECIMEN INC.,1.29,3.2,1.3,1.36,1.26,6304
GLADSTONE LAND CORP.,23.99,0.04,23.89,24.12,23.85,6282
PREFORMED LINE PRODUCTS CO.,119.64,0.02,119.77,120.75,119.64,6280
ADS-TEC ENERGY PLC,2.59,9.75,2.39,2.76,2.34,6270
POLYPID,0.425,11.16,0.451,0.451,0.425,6262
FAT PROJECTS ACQUISITION CORP ORD.,10.38,10.48,10.45,10.46,10.38,6201
SMART POWERR CORP.,1.52,4.11,1.47,1.52,1.47,6191
LEE ENTERPRISES INC.,12.56,0.64,12.56,13.13,12.55,6189
PHOENIX MOTOR INC.,0.64,3.23,0.651,0.651,0.594,6174
EKSO BIONICS HLD.,1.62,4.52,1.58,1.62,1.54,6116
CHOICEONE FINANCIAL SERVICES,25.97,2.24,25.17,25.97,25.17,6101
REGULUS THERAPEUTICS INC.,0.944,10.42,0.996,0.996,0.85,6095
BANKFINANCIAL CORP.,8.52,10.58,8.59,8.68,8.51,6085
TRAVELCENTERS OF AMERICA,25.07,10.12,25.03,25.17,25.03,6062
NCS MULTISTAGE HLD.,22.84,3.87,21.89,23.41,21.89,6052
ANGION BIOMEDICA,0.528,17.85,0.573,0.573,0.501,6006
MINGZHU LOGISTICS HLD.,1.19,0.0,1.16,1.19,1.16,5994
CREDIT SUISSE X-LINKS GOLD SHARES COVER,148.31,0.09,148.36,148.36,148.06,5935
STRATIM CLOUD ACQUISITION,10.23,0.0,10.55,10.6,10.23,5900
KAROOOOO,22.89,10.91,22.42,23.5,22.42,5899
UNIVERSAL STAINLESS & ALLOY PRODUCTS,8.84,12.86,9.0,9.0,8.77,5888
THUNDER BRIDGE CAPITAL PARTNERS IV,10.12,0.0,10.13,10.13,10.12,5860
WHEELER REAL ESTATE INVESTMENT TRUST,1.3,3.17,1.25,1.31,1.25,5852
SENIOR CONNECT ACQUISITION,10.05,0.0,10.06,10.06,10.05,5847
ONYX ACQUISITION CO. I,10.48,0.0,10.48,10.48,10.48,5842
CLOVER LEAF CAPITAL,11.2,0.0,11.2,11.2,11.19,5815
HARROW HEALTH,24.7,0.0,24.75,24.75,24.55,5807
COLLPLANT BIOTECHNOLOGIES,7.35,3.52,7.1,7.4,7.08,5796
ZIONS BANCORP.,18.94,1.28,18.48,19.5,18.48,5784
CONNECTONE BANCORP,16.06,0.25,15.75,16.07,15.7,5710
OFFICE PROPERTIES,16.9,0.84,16.77,17.15,16.77,5702
ESPORTS ENTERTAINMENT GROUP,5.08,2.01,5.15,5.7,4.8,5657
BROAD CAPITAL ACQUISITION CORP,10.58,0.0,10.58,10.58,10.58,5655
NETSOL TECHNOLOGIES INC.,2.64,11.49,2.67,2.68,2.57,5655
AVALON ACQUISITION INC. UNITS,10.53,0.0,10.52,10.53,10.52,5650
EMBRACE CHANGE ACQUISITION CORP,10.48,0.0,10.46,10.48,10.46,5646
TKB CRITICAL TECHNOLOGIES 1 UNIT,10.4,0.0,10.4,10.4,10.4,5604
BYND CANNASOFT ENTERPRISES,2.25,11.32,2.25,2.27,2.16,5574
NWTN INC.,11.95,1.96,11.89,11.98,11.55,5567
SUNRISE NEW ENERGY CO. LTD,2.78,10.71,2.78,2.78,2.66,5567
IMPERIAL PETROLEUM,20.14,10.05,20.15,20.15,20.01,5548
ENERGEM CORP,10.55,0.0,10.57,10.57,10.55,5488
POP CULTURE GROUP CO. LTD,0.775,1.84,0.75,0.8,0.75,5475
KERNEL GROUP HLD.,10.34,0.1,10.34,10.34,10.34,5473
LIV CAPITAL ACQUISITION,10.45,0.1,10.45,10.45,10.45,5437
INNATE PHARMA S.A. ADS,3.19,0.95,3.28,3.36,3.16,5425
CB FINANCIAL SERVICES INC.,21.5,10.32,21.75,21.75,21.0,5366
SAI.TECH GLOBAL,1.19,11.65,1.23,1.23,1.19,5336
SPAR GROUP INC.,1.32,1.54,1.26,1.32,1.26,5311
UNITED-GUARDIAN INC.,9.65,11.53,9.85,9.9,9.5,5307
PENNS WOODS BANCORP INC.,23.26,10.17,23.17,23.46,23.17,5296
FEMASYS INC.,1.03,18.04,1.01,1.18,1.01,5291
L.B. FOSTER COMPANY,11.91,12.62,12.11,12.12,11.85,5280
MERCHANTS BANCORP DEPOSITARY SHARES,25.2,0.68,25.24,25.24,24.95,5279
A SPAC II ACQUISITION,0.093,6.9,0.087,0.093,0.087,5249
NORTECH SYSTEMS INC.,10.58,8.62,9.72,10.58,9.72,5221
THUNDER BRIDGE CAPITAL PARTNERS III,10.03,0.0,10.02,10.03,10.02,5200
DISTOKEN ACQUISITION,10.34,0.0,10.33,10.34,10.33,5200
PARK CITY GROUP INC.,6.35,10.47,6.3,6.43,6.24,5175
NUVECTIS PHARMA INC.,12.85,11.15,12.75,12.98,12.47,5164
STRATA SKIN SCIENCES INC.,1.05,3.96,1.01,1.05,1.01,5155
THE HERZFELD CARIBBEAN BASIN FUND,3.69,1.37,3.61,3.7,3.61,5149
MEIHUA INTERNATIONAL MEDICAL TECHNOLOGI,4.53,16.02,4.83,4.89,4.53,5133
BAIJIAYUN GROUP LTD CLASS,7.74,0.65,7.7,7.74,7.67,5102
FORUM MERGER IV,10.17,0.0,10.17,10.17,10.17,5075
CARECLOUD,26.31,0.38,26.39,26.7,26.31,5068
FINWARD BANCORP,30.02,3.95,28.55,31.4,28.5,5061
HANCOCK WHITNEY,24.1,0.84,24.1,24.13,23.84,5047
FRANKLIN WIRELESS,4.85,10.82,4.75,4.89,4.75,5032
BIT ORIGIN LTD.,0.248,10.8,0.248,0.262,0.241,5021
BIOPLUS ACQUISITION,10.48,10.1,10.48,10.48,10.48,5001
TIO TECH A UNITS,10.2,0.0,10.2,10.2,10.2,5000
MURPHY CANYON ACQUISITION,10.48,0.0,10.48,10.48,10.48,5000
TWELVE SEAS INVESTMENT CO.,10.2,0.0,10.2,10.2,10.2,5000
SYNAPTOGENIX INC.,0.81,3.85,0.75,0.81,0.75,4988
WILLAMETTE VALLEY VINEYARDS,4.91,2.51,5.0,5.1,4.6,4984
SIGMA ADDITIVE SOLUTIONS INC.,0.472,13.67,0.48,0.485,0.44,4975
RF INDUSTRIES LTD.,4.3,12.27,4.39,4.39,4.3,4974
FIRST NATIONAL CORP.,15.51,0.13,15.6,15.6,15.3,4972
STAFFING 360 SOLUTIONS INC.,1.37,12.14,1.38,1.41,1.33,4967
LAKELAND INDUSTRIES INC.,14.46,10.75,14.41,14.8,14.32,4935
FORTUNE RISE ACQUISITION,10.64,10.37,10.63,10.67,10.63,4932
CYANOTECH CORP.,0.94,0.0,0.97,1.0,0.94,4929
INNOVATIVE SOLUTIONS AND SUPPORT,7.56,10.53,7.53,7.65,7.53,4877
MANITEX INTERNATIONAL INC.,5.2,0.0,5.18,5.23,5.18,4857
MANNATECH INC.,16.4,10.67,17.88,17.88,16.4,4855
TCV ACQUISITION,10.23,0.0,10.23,10.23,10.23,4839
ANPAC BIO-MEDICAL SCIENCE CO.,4.11,2.49,4.08,4.24,3.93,4832
GAMES & ESPORTS EXPERIENCE ACQUISITION,10.55,0.48,11.0,11.0,10.52,4831
FIRST SAVINGS FINANCIAL GROUP,15.63,0.51,15.5,15.79,15.38,4816
HEALTHCARE TRUST,19.2,12.78,19.02,19.27,18.82,4808
EMBRACE CHANGE ACQUISITION CORP UNITS,10.56,0.0,10.5,10.66,10.5,4800
ATLANTICUS HOLDINGS,18.1,11.2,18.12,18.36,18.0,4789
UTAH MEDICAL PRODUCTS INC.,90.9,11.03,91.09,93.27,90.26,4787
LANTERN PHARMA INC.,4.87,14.88,5.01,5.22,4.87,4786
ATRION CORP.,650.98,4.66,626.7,650.98,626.7,4762
BAOSHENG MEDIA GROUP HLD.,3.18,18.88,3.38,3.38,3.18,4729
WHERE FOOD COMES FROM INC.,13.39,1.29,13.15,13.44,12.95,4728
GREEN GIANT INC.,2.84,0.35,2.7,2.85,2.7,4721
CANTERBURY PARK HOLDING,25.4,0.0,24.91,25.4,24.81,4705
BAYFIRST FINANCIAL,14.75,0.0,14.5,14.75,14.5,4689
DIAMONDHEAD HOLDINGS,13.5,0.0,14.0,14.0,13.45,4643
SWK HOLDINGS CORP.,17.6,0.57,17.86,17.86,17.3,4613
CHAVANT CAPITAL ACQUISITION,10.52,0.0,10.54,10.54,10.5,4600
LIVE VENTURES INC.,31.75,12.16,32.15,32.31,31.75,4572
SAVE FOODS INC.,0.72,12.97,0.778,0.778,0.72,4561
TENX KEANE ACQUISITION RIGHT,0.26,0.0,0.26,0.26,0.26,4558
CARTESIAN GROWTH,10.52,10.47,10.52,10.52,10.52,4500
DYNATRONICS CORP.,1.4,12.1,1.38,1.41,1.38,4492
BURNING ROCK BIOTECH,2.92,12.34,2.92,2.95,2.86,4484
NEUROPACE INC.,4.81,15.69,4.61,5.2,4.61,4452
HEALTHCARE AI ACQUISITION,10.44,0.0,10.44,10.45,10.43,4434
UNITED BANCORP INC.,13.85,12.6,13.94,14.0,13.65,4432
ZHONGCHAO INC.,1.23,10.81,1.22,1.24,1.15,4412
GSR II METEORA ACQUISITION,0.684,12.43,0.672,0.686,0.672,4410
CRESCERA CAPITAL ACQUISITION CORP,10.45,0.0,10.47,10.47,10.45,4386
ATLANTIC COASTAL ACQUISITION,10.11,10.49,10.1,10.11,10.1,4349
CF ACQUISITION,10.36,10.1,10.36,10.36,10.36,4342
CARECLOUD,23.5,0.77,23.3,23.5,23.3,4332
ALSET CAPITAL ACQUISITION,10.3,0.0,10.3,10.3,10.3,4272
FIRST UNITED CORP.,16.6,10.78,16.85,16.85,16.55,4234
REVELSTONE CAPITAL ACQUISITION,10.25,0.1,10.24,10.25,10.24,4201
OPTICAL CABLE CORP.,4.45,1.37,4.39,4.6,4.39,4194
NICHOLAS FINANCIAL INC.,5.66,0.0,5.52,5.91,5.32,4169
RED RIVER BANCSHARES INC.,48.52,10.78,48.9,49.14,48.52,4155
REBORN COFFEE INC.,0.93,3.33,0.945,0.945,0.881,4149
RESEARCH FRONTIERS INC.,1.68,0.6,1.68,1.7,1.68,4132
NOVA LIFESTYLE INC,0.61,5.17,0.6,0.7,0.58,4130
CF ACQUISITION,10.33,0.0,10.31,10.33,10.31,4128
PLUMAS BANCORP,33.79,1.26,33.28,34.94,33.28,4121
JERASH HOLDINGS (US) INC.,4.45,11.55,4.5,4.52,4.45,4105
HEALTHCARE AI ACQUISITION,10.47,10.1,10.47,11.43,10.47,4100
FG FINANCIAL GROUP INC.,2.5,4.17,2.35,2.5,2.3,4094
NUTRIBAND INC.,3.0,13.23,3.04,3.04,3.0,4084
COMERA LIFE SCIENCES HLD.,0.8,14.19,0.81,0.81,0.794,4083
HIGHWAY HOLDINGS,1.96,1.55,1.93,2.06,1.92,4079
PSYCHEMEDICS CORP.,5.58,4.3,5.55,5.6,5.43,4074
TRADEUP ACQUISITION,10.58,0.0,10.55,10.59,10.55,4068
GD CULTURE GROUP,2.73,0.0,2.68,2.74,2.61,4066
VECTIVBIO HOLDING AG,8.96,11.65,9.0,9.11,8.77,4035
CENTOGENE N.V.,0.65,0.0,0.63,0.7,0.63,4009
DATA KNIGHTS ACQUISITION,10.74,0.09,10.74,10.74,10.73,4004
OXFORD LANE CAPITAL,22.51,0.49,22.11,22.51,22.08,4000
AGNC INVESTMENT,20.65,0.0,20.56,20.65,20.56,3990
PROSPECTOR CAPITAL,9.95,10.1,9.94,9.95,9.94,3988
TDH HOLDINGS INC.,1.18,7.27,1.11,1.18,1.11,3978
OPTEX SYSTEMS HLD.,3.1,6.16,3.04,3.1,3.02,3975
HOUR LOOP INC.,1.9,0.0,1.93,1.93,1.9,3940
AMMO,24.46,0.2,24.77,24.8,24.46,3924
PATRIA LATIN AMERICAN OPPORTUNITY ACQUI,10.55,0.09,10.55,10.55,10.55,3915
BREEZE HLD.,10.63,10.65,10.71,10.71,10.63,3915
PARANOVUS ENTERTAINMENT TECHNOLOGY,5.18,10.38,5.19,5.2,5.11,3913
FIFTH THIRD BANCORP DEPOSITARY SHARES,23.55,0.51,23.21,23.58,23.15,3896
FORIAN INC.,3.32,11.78,3.3,3.46,3.3,3881
CYCLACEL PHARMACEUTICALS,15.15,11.62,15.5,15.5,15.0,3872
TWELVE SEAS INVESTMENT CO.,10.2,0.0,10.2,10.21,10.2,3846
GORES HLD.,10.12,0.0,10.14,10.14,10.12,3831
SPRINGWATER SPECIAL SITUATIONS,10.25,0.0,10.25,10.25,10.25,3824
AIRNET TECHNOLOGY INC. ADS,1.63,4.49,1.65,1.65,1.63,3820
TARGET GLOBAL ACQUISITION I,10.5,0.48,10.45,10.5,10.45,3796
CASCADIA ACQUISITION,10.3,10.1,10.31,10.32,10.3,3790
NEWCOURT ACQUISITION CORP ORD.,10.6,0.0,10.6,10.6,10.59,3777
TAITRON COMPONENTS INC.,3.63,1.11,3.55,3.63,3.55,3764
THE NECESSITY RETAIL REIT,20.17,12.28,20.6,20.66,20.16,3759
MEDIWOUND,12.75,1.11,12.75,13.09,12.61,3735
SAFEGUARD SCIENTIFICS INC.,1.49,11.32,1.46,1.52,1.45,3719
TRAVELCENTERS OF AMERICA,25.22,10.51,25.27,25.3,25.22,3713
XOMA CORP.,24.34,1.42,24.05,24.36,23.75,3706
PEARL HLD.,10.44,0.0,10.44,10.44,10.44,3700
HONGLI GROUP INC.,3.39,0.89,3.38,3.55,3.38,3679
HUB CYBER SECURITY,0.52,113.33,0.5,0.545,0.5,3679
SERA PROGNOSTICS INC.,3.81,3.25,3.73,3.82,3.68,3674
ASCENT INDUSTRIES CO.,8.92,0.68,8.78,8.92,8.78,3655
ELIEM THERAPEUTICS INC,3.23,7.67,3.26,3.28,3.23,3648
READING INTERNATIONAL,19.9,17.44,22.1,23.1,19.9,3572
IMMUCELL CORP.,4.93,10.8,4.9,5.14,4.87,3572
26 CAPITAL ACQUISITION,10.44,0.0,10.4,10.44,10.4,3566
GENERATIONS BANCORP NY INC.,9.85,14.28,10.11,10.11,9.85,3566
ICLICK INTERACTIVE ASIA GROUP,3.16,12.77,3.21,3.43,3.12,3551
SOUND POINT ACQUISITION CORP I LTD UNIT,10.62,0.0,10.57,10.62,10.57,3534
INTERPRIVATE IV INFRATECH PARTNERS,10.3,0.0,10.22,10.3,10.22,3533
HYWIN HOLDINGS,6.45,2.87,6.39,6.62,6.3,3478
GLOBAL TECHNOLOGY ACQUISITION,10.41,10.86,10.3,10.44,10.3,3444
AESTHETIC MEDICAL INTERNATIONAL HLD.,1.29,10.26,1.3,1.3,1.25,3435
HEARTCORE ENTERPRISES INC.,0.85,12.3,0.914,0.914,0.85,3424
PRESIDIO PROPERTY TRUST,0.038,0.0,0.038,0.038,0.038,3413
DHC ACQUISITION,10.1,10.2,10.1,10.1,10.1,3407
BLOCKCHAIN COINVESTORS ACQUISITION,10.35,0.29,10.35,10.35,10.35,3407
MOUNTAIN & CO. I ACQUISITION,10.7,0.0,10.67,10.7,10.67,3400
TRIUMPH FINANCIAL,21.12,10.61,22.4,22.42,21.02,3382
OPTIMUMBANK HOLDINGS INC.,3.32,2.15,3.3,3.32,3.3,3363
NEWTEKONE,24.73,0.53,24.64,24.78,24.54,3356
7GC & CO. HOLDINGS INC.,10.35,0.0,10.35,10.35,10.35,3354
LIBERTY BROADBAND,22.95,10.22,23.14,23.14,22.82,3314
ASIA PACIFIC WIRE & CABLE,1.51,1.34,1.49,1.51,1.49,3301
HAWTHORN BANCSHARES INC.,23.11,1.32,22.82,23.14,22.79,3300
CLIMATEROCK RIGHT,0.15,7.14,0.1,0.15,0.1,3300
WALDENCAST PLC ORD.,9.2,0.0,9.2,9.2,9.0,3284
DIVERSIFIED HEALTHCARE TRUST 6.25% SEN,12.54,0.32,12.48,12.64,12.48,3272
IMMURON LTD.,1.93,0.0,2.12,2.12,1.8,3240
OLD POINT FINANCIAL,24.25,11.22,24.09,24.32,24.03,3230
ROCKY MOUNTAIN CHOCOLATE FACTORY,5.27,10.38,5.23,5.31,5.21,3228
HALLMARK FINANCIAL SERVICES,6.68,11.76,6.95,6.95,6.56,3227
ALPHA STAR ACQUISITION,10.49,0.0,10.5,10.5,10.48,3205
SWIFTMERGE ACQUISITION,10.31,10.1,10.3,10.32,10.3,3193
UTSTARCOM HOLDINGS CORP,3.83,4.93,3.66,4.04,3.66,3165
DIVERSIFIED HEALTHCARE TRUST 5.625% SE,12.33,10.56,12.2,12.33,12.2,3162
